,variety,country,province,region_1,count
2133,Chenin Blanc,France,Loire Valley,Vouvray,152
2134,Chenin Blanc,France,Southwest France,Côtes du Lot,5
2137,Chenin Blanc,India,Nashik,none,3
2140,Chenin Blanc,Mexico,Valle de Guadalupe,none,3
2141,Chenin Blanc,New Zealand,Gisborne,none,2
2143,Chenin Blanc,Portugal,Portuguese Table Wine,none,3
2144,Chenin Blanc,South Africa,Bot River,none,7
2146,Chenin Blanc,South Africa,Coastal Region,none,22
2152,Chenin Blanc,South Africa,Paarl,none,9
2153,Chenin Blanc,South Africa,Robertson,none,9
2155,Chenin Blanc,South Africa,South Africa,none,2
2156,Chenin Blanc,South Africa,Stellenbosch,none,61
2157,Chenin Blanc,South Africa,Swartland,none,16
2159,Chenin Blanc,South Africa,Walker Bay,none,2
2160,Chenin Blanc,South Africa,Wellington,none,3
2161,Chenin Blanc,South Africa,Western Cape,none,42
2162,Chenin Blanc,US,America,none,2
2163,Chenin Blanc,US,California,California,2
2165,Chenin Blanc,US,California,Clarksburg,22
2167,Chenin Blanc,US,California,Mendocino,8
2168,Chenin Blanc,US,California,Mendocino County,5
2171,Chenin Blanc,US,California,Napa Valley,12
2172,Chenin Blanc,US,California,Paso Robles,2
2173,Chenin Blanc,US,California,Santa Barbara County,4
2174,Chenin Blanc,US,California,Santa Maria Valley,5
2175,Chenin Blanc,US,California,Santa Ynez Valley,8
2176,Chenin Blanc,US,California,St. Helena,4
2178,Chenin Blanc,US,New York,North Fork of Long Island,2
2180,Chenin Blanc,US,Washington,Columbia Valley (WA),16
2181,Chenin Blanc,US,Washington,Horse Heaven Hills,2
2182,Chenin Blanc,US,Washington,Red Mountain,7
2183,Chenin Blanc,US,Washington,Snipes Mountain,2
2185,Chenin Blanc,US,Washington,Washington,3
2186,Chenin Blanc,US,Washington,Yakima Valley,9
2187,Chenin Blanc-Chardonnay,Argentina,Mendoza Province,Mendoza,5
2190,Chenin Blanc-Chardonnay,France,Loire Valley,Crémant de Loire,11
2191,Chenin Blanc-Chardonnay,France,Loire Valley,Saumur,8
2194,Chenin Blanc-Chardonnay,France,Southwest France,Côtes de Gascogne,3
2195,Chenin Blanc-Chardonnay,France,Southwest France,Vin de Pays des Côtes de Gascogne,2
2196,Chenin Blanc-Sauvignon Blanc,South Africa,Polkadraai Hills,none,2
2197,Chenin Blanc-Sauvignon Blanc,South Africa,Stellenbosch,none,4
2200,Chenin Blanc-Viognier,US,California,California,5
2201,Chenin Blanc-Viognier,US,California,Clarksburg,6
2202,Chinuri,Georgia,Georgia,none,2
2208,Cinsault,Chile,Itata Valley,none,3
2210,Cinsault,France,Languedoc-Roussillon,Vin de Pays d'Oc,2
2214,Cinsault,US,California,Lodi,14
2215,Cinsault,US,California,Santa Barbara County,2
2218,Cinsault,US,Washington,Horse Heaven Hills,5
2221,Cinsault,US,Washington,Yakima Valley,6
2225,Claret,US,California,Alexander Valley,2
2226,Claret,US,California,California,2
2228,Claret,US,California,Napa County,2
2229,Claret,US,California,Napa Valley,3
2232,Claret,US,California,Paicines,2
2233,Claret,US,California,Sonoma County,2
2234,Claret,US,California,Sonoma County-Napa County,4
2235,Claret,US,California,Sonoma-Napa,2
2236,Claret,US,Oregon,Rogue Valley,4
2237,Claret,US,Oregon,Southern Oregon,2
2238,Claret,US,Washington,Columbia Valley (WA),3
2243,Coda di Volpe,Italy,Southern Italy,Campania,2
2245,Coda di Volpe,Italy,Southern Italy,Irpinia,4
2246,Coda di Volpe,Italy,Southern Italy,Lacryma Christi del Vesuvio,6
2247,Coda di Volpe,Italy,Southern Italy,Pompeiano,2
2248,Coda di Volpe,Italy,Southern Italy,Taburno,2
2249,Colombard,France,Southwest France,Côtes de Gascogne,8
2250,Colombard,France,Southwest France,Vin de Pays des Côtes de Gascogne,4
2252,Colombard,US,California,Russian River Valley,11
2253,Colombard-Sauvignon Blanc,France,France Other,Vin de France,2
2254,Colombard-Sauvignon Blanc,France,Southwest France,Côtes de Gascogne,14
2255,Colombard-Sauvignon Blanc,France,Southwest France,Vin de Pays des Côtes de Gascogne,2
2257,Colombard-Ugni Blanc,France,Southwest France,Côtes de Gascogne,7
2259,Cortese,Italy,Piedmont,Cortese di Gavi,4
2260,Cortese,Italy,Piedmont,Gavi,61
2261,Cortese,Italy,Piedmont,Gavi di Gavi,3
2262,Cortese,Italy,Piedmont,Piedmont,2
2264,Cortese,US,California,Santa Barbara County,2
2266,Corvina,Italy,Northeastern Italy,Garda,2
2267,Corvina,Italy,Northeastern Italy,Venezie,2
2268,Corvina,Italy,Veneto,Amarone della Valpolicella,2
2269,Corvina,Italy,Veneto,Rosso del Veronese,3
2270,Corvina,Italy,Veneto,Valpolicella Classico Superiore Ripasso,2
2271,Corvina,Italy,Veneto,Veneto,2
2272,Corvina,Italy,Veneto,Veronese,8
2273,"Corvina, Rondinella, Molinara",Italy,Veneto,Amarone della Valpolicella,69
2274,"Corvina, Rondinella, Molinara",Italy,Veneto,Amarone della Valpolicella Classico,206
2275,"Corvina, Rondinella, Molinara",Italy,Veneto,Amarone della Valpolicella Valpantena,4
2276,"Corvina, Rondinella, Molinara",Italy,Veneto,Recioto della Valpolicella,3
2277,"Corvina, Rondinella, Molinara",Italy,Veneto,Recioto della Valpolicella Classico,21
2279,"Corvina, Rondinella, Molinara",Italy,Veneto,Valpolicella,26
2280,"Corvina, Rondinella, Molinara",Italy,Veneto,Valpolicella Classico,46
2281,"Corvina, Rondinella, Molinara",Italy,Veneto,Valpolicella Classico Superiore,48
2282,"Corvina, Rondinella, Molinara",Italy,Veneto,Valpolicella Classico Superiore Ripasso,108
2283,"Corvina, Rondinella, Molinara",Italy,Veneto,Valpolicella Ripasso,12
2284,"Corvina, Rondinella, Molinara",Italy,Veneto,Valpolicella Ripasso Classico,3
2285,"Corvina, Rondinella, Molinara",Italy,Veneto,Valpolicella Ripasso Valpantena,2
2286,"Corvina, Rondinella, Molinara",Italy,Veneto,Valpolicella Ripasso Valpantena Superiore,2
2287,"Corvina, Rondinella, Molinara",Italy,Veneto,Valpolicella Superiore,31
2288,"Corvina, Rondinella, Molinara",Italy,Veneto,Valpolicella Superiore Ripasso,35
2295,Counoise,US,Washington,Red Mountain,4
2300,Códega do Larinho,Portugal,Douro,none,4
2303,Debit,US,California,Sta. Rita Hills,2
2306,Dolcetto,Italy,Piedmont,Dogliani,8
2307,Dolcetto,Italy,Piedmont,Dogliani Superiore,8
2308,Dolcetto,Italy,Piedmont,Dolcetto d'Acqui,2
2309,Dolcetto,Italy,Piedmont,Dolcetto d'Alba,87
2311,Dolcetto,Italy,Piedmont,Dolcetto d'Asti,2
2312,Dolcetto,Italy,Piedmont,Dolcetto di Diano d'Alba,3
2313,Dolcetto,Italy,Piedmont,Dolcetto di Dogliani,12
2314,Dolcetto,Italy,Piedmont,Dolcetto di Dogliani Superiore,2
2316,Dolcetto,Italy,Piedmont,Monferrato,2
2322,Dolcetto,US,California,Lodi,2
2323,Dolcetto,US,California,Mendocino,2
2324,Dolcetto,US,California,Mendocino County,2
2327,Dolcetto,US,California,Santa Barbara County,4
2328,Dolcetto,US,California,Santa Maria Valley,2
2330,Dolcetto,US,California,Sierra Foothills,3
2331,Dolcetto,US,California,Sonoma County,2
2334,Dolcetto,US,Oregon,Umpqua Valley,9
2335,Dolcetto,US,Washington,Columbia Valley (WA),4
2336,Dolcetto,US,Washington,Wahluke Slope,3
2337,Dolcetto,US,Washington,Walla Walla Valley (WA),5
2338,Dolcetto,US,Washington,Yakima Valley,3
2340,Dornfelder,Germany,Pfalz,none,2
2341,Dornfelder,Germany,Rheinhessen,none,19
2342,Dornfelder,US,California,Santa Lucia Highlands,2
2343,Dornfelder,US,California,Sta. Rita Hills,3
2346,Duras,France,Southwest France,Gaillac,6
2348,Durella,Italy,Veneto,Lessini Durello,6
2349,Durella,Italy,Veneto,Veneto,2
2350,Durif,Australia,Victoria,Rutherglen,2
2356,Elbling,Germany,Mosel,none,4
2358,Emir,Turkey,Turkey,none,3
2359,Encruzado,Portugal,Dão,none,39
2361,Erbaluce,Italy,Piedmont,Erbaluce di Caluso,2
2363,Falanghina,Italy,Italy Other,Vino Spumante,2
2364,Falanghina,Italy,Southern Italy,Beneventano,10
2365,Falanghina,Italy,Southern Italy,Campania,16
2366,Falanghina,Italy,Southern Italy,Campi Flegrei,9
2367,Falanghina,Italy,Southern Italy,Falanghina del Beneventano,5
2369,Falanghina,Italy,Southern Italy,Falanghina del Sannio,9
2370,Falanghina,Italy,Southern Italy,Falerno del Massico,6
2371,Falanghina,Italy,Southern Italy,Irpinia,5
2373,Falanghina,Italy,Southern Italy,Pompeiano,2
2374,Falanghina,Italy,Southern Italy,Puglia,4
2375,Falanghina,Italy,Southern Italy,Roccamonfina,2
2376,Falanghina,Italy,Southern Italy,Sannio,9
2378,Falanghina,Italy,Southern Italy,Taburno,5
2382,Fer Servadou,France,Southwest France,Marcillac,4
2383,Fernão Pires,Portugal,Estremadura,none,4
2384,Fernão Pires,Portugal,Lisboa,none,2
2387,Fernão Pires,Portugal,Tejo,none,27
2392,Feteasca Neagra,Romania,Dealu Mare,none,2
2394,Feteasca Neagra,Romania,Murfatlar,none,2
2396,Feteascǎ Regalǎ,Moldova,Moldova,none,2
2402,Fiano,Italy,Italy Other,Vino Spumante,2
2403,Fiano,Italy,Sicily & Sardinia,Sicilia,8
2406,Fiano,Italy,Southern Italy,Campania,2
2407,Fiano,Italy,Southern Italy,Cilento,2
2409,Fiano,Italy,Southern Italy,Fiano di Avellino,107
2410,Fiano,Italy,Southern Italy,Irpinia,4
2413,Fiano,Italy,Southern Italy,Puglia,2
2414,Fiano,Italy,Southern Italy,Salento,6
2415,Fiano,Italy,Southern Italy,Sannio,3
2417,Fiano,US,California,North Coast,2
2418,Fiano,US,California,Paso Robles,2
2420,Fiano,US,California,Sierra Foothills,2
2427,Frappato,Italy,Italy Other,Vino Spumante,3
2428,Frappato,Italy,Sicily & Sardinia,Sicilia,12
2429,Frappato,Italy,Sicily & Sardinia,Terre Siciliane,5
2430,Frappato,Italy,Sicily & Sardinia,Vittoria,13
2431,Frappato,Italy,Sicily & Sardinia,Vittoria Frappato,6
2434,Friulano,Italy,Northeastern Italy,Colli Orientali del Friuli,32
2435,Friulano,Italy,Northeastern Italy,Collio,52
2436,Friulano,Italy,Northeastern Italy,Friuli Colli Orientali,13
2437,Friulano,Italy,Northeastern Italy,Friuli Grave,7
2438,Friulano,Italy,Northeastern Italy,Friuli Isonzo,5
2439,Friulano,Italy,Northeastern Italy,Isonzo del Friuli,7
2440,Friulano,Italy,Northeastern Italy,Venezia Giulia,4
2448,Fumé Blanc,US,California,Dry Creek Valley,3
2451,Fumé Blanc,US,California,Livermore Valley,2
2452,Fumé Blanc,US,California,Napa Valley,20
2453,Fumé Blanc,US,California,North Coast,4
2454,Fumé Blanc,US,California,Oakville,6
2457,Fumé Blanc,US,California,Russian River Valley,5
2458,Fumé Blanc,US,California,Sonoma County,17
2459,Fumé Blanc,US,California,Sonoma Valley,2
2463,Furmint,Austria,Burgenland,none,2
2465,Furmint,Hungary,Tokaj,none,32
2466,Furmint,Hungary,Tokaji,none,16
2468,Furmint,none,none,none,3
2470,G-S-M,Australia,South Australia,Barossa,6
2471,G-S-M,Australia,South Australia,Barossa Valley,7
2472,G-S-M,Australia,South Australia,McLaren Vale,10
2483,G-S-M,US,California,Adelaida District,2
2487,G-S-M,US,California,California,2
2488,G-S-M,US,California,Central Coast,11
2490,G-S-M,US,California,Monterey County,3
2493,G-S-M,US,California,Napa Valley,3
2495,G-S-M,US,California,Paso Robles,40
2497,G-S-M,US,California,Russian River Valley,3
2499,G-S-M,US,California,Santa Barbara County,8
2501,G-S-M,US,California,Santa Lucia Highlands,2
2502,G-S-M,US,California,Santa Maria Valley,3
2503,G-S-M,US,California,Santa Ynez Valley,13
2505,G-S-M,US,California,Sierra Foothills,7
2510,G-S-M,US,Oregon,Rogue Valley,5
2511,G-S-M,US,Texas,Texas,2
2513,G-S-M,US,Washington,Columbia Valley (WA),14
2514,G-S-M,US,Washington,Horse Heaven Hills,2
2515,G-S-M,US,Washington,Rattlesnake Hills,2
2516,G-S-M,US,Washington,Red Mountain,2
2517,G-S-M,US,Washington,Walla Walla Valley (WA),3
2519,G-S-M,US,Washington,Yakima Valley,3
2520,Gaglioppo,Italy,Southern Italy,Calabria,5
2521,Gaglioppo,Italy,Southern Italy,Cirò,5
2522,Gaglioppo,Italy,Southern Italy,Cirò Classico,5
2523,Gamay,France,Beaujolais,Beaujolais,120
2524,Gamay,France,Beaujolais,Beaujolais Rosé,7
2525,Gamay,France,Beaujolais,Beaujolais-Leynes,4
2526,Gamay,France,Beaujolais,Beaujolais-Villages,208
2527,Gamay,France,Beaujolais,Brouilly,84
2528,Gamay,France,Beaujolais,Chiroubles,51
2529,Gamay,France,Beaujolais,Chénas,19
2531,Gamay,France,Beaujolais,Côte de Brouilly,33
2532,Gamay,France,Beaujolais,Fleurie,91
2533,Gamay,France,Beaujolais,Juliénas,56
2534,Gamay,France,Beaujolais,Morgon,146
2535,Gamay,France,Beaujolais,Moulin-à-Vent,106
2536,Gamay,France,Beaujolais,Régnié,22
2537,Gamay,France,Beaujolais,Saint-Amour,39
2538,Gamay,France,Burgundy,Bourgogne,2
2539,Gamay,France,Burgundy,Bourgogne Gamay,3
2540,Gamay,France,Burgundy,Coteaux Bourguignons,7
2544,Gamay,France,France Other,Vin de France,2
2546,Gamay,France,France Other,none,4
2547,Gamay,France,Loire Valley,Côte Roannaise,3
2548,Gamay,France,Loire Valley,Touraine,2
2549,Gamay,France,Loire Valley,none,5
2553,Gamay,US,Oregon,Eola-Amity Hills,2
2558,Gamay Noir,US,New York,Finger Lakes,3
2560,Gamay Noir,US,Oregon,Eola-Amity Hills,4
2562,Gamay Noir,US,Oregon,Ribbon Ridge,8
2563,Gamay Noir,US,Oregon,Willamette Valley,3
2567,Garganega,Italy,Veneto,Gambellara Classico,3
2568,Garganega,Italy,Veneto,Recioto di Soave,15
2569,Garganega,Italy,Veneto,Recioto di Soave Classico,8
2570,Garganega,Italy,Veneto,Soave,83
2571,Garganega,Italy,Veneto,Soave Classico,137
2572,Garganega,Italy,Veneto,Soave Classico Superiore,4
2573,Garganega,Italy,Veneto,Soave Colli Scaligeri,4
2574,Garganega,Italy,Veneto,Soave Superiore,6
2575,Garganega,Italy,Veneto,Veneto,3
2576,Garganega,Italy,Veneto,Veronese,5
2577,Garnacha Blanca,Spain,Catalonia,Catalunya,3
2578,Garnacha Blanca,Spain,Catalonia,Montsant,5
2579,Garnacha Blanca,Spain,Catalonia,Terra Alta,14
2581,Garnacha Blanca,Spain,Northern Spain,Cariñena,3
2582,Garnacha Blanca,Spain,Northern Spain,Navarra,2
2583,Garnacha Blanca,Spain,Northern Spain,Rioja,3
2584,Garnacha Blanca,Spain,Northern Spain,Somontano,3
2586,Garnacha Blanca,Spain,Spain Other,Spain,2
2590,Garnacha Tintorera,Spain,Central Spain,Almansa,2
2591,Garnacha Tintorera,Spain,Levante,Valencia,5
2595,Garnacha-Monastrell,Spain,Central Spain,Almansa,2
2598,Garnacha-Syrah,Spain,Northern Spain,Campo de Borja,9
2599,Garnacha-Syrah,Spain,Northern Spain,Cariñena,2
2601,Garnacha-Tempranillo,Spain,Northern Spain,Campo de Borja,2
2602,Garnacha-Tempranillo,Spain,Northern Spain,Cariñena,3
2606,Gelber Muskateller,Austria,Niederösterreich,none,13
2607,Gelber Muskateller,Austria,Steiermark,none,3
2609,Gelber Muskateller,Austria,Südsteiermark,none,10
2611,Gelber Muskateller,Austria,Wachau,none,4
2613,Gelber Muskateller,none,none,none,2
2616,Gewürztraminer,Austria,Burgenland,none,3
2617,Gewürztraminer,Canada,British Columbia,Okanagan Valley,6
2618,Gewürztraminer,Canada,Ontario,Lake Erie North Shore,2
2619,Gewürztraminer,Canada,Ontario,Niagara Peninsula,2
2621,Gewürztraminer,Chile,Casablanca Valley,none,3
2622,Gewürztraminer,Chile,Central Valley,none,3
2623,Gewürztraminer,Chile,Colchagua Valley,none,3
2624,Gewürztraminer,Chile,Curicó Valley,none,6
2627,Gewürztraminer,Chile,San Antonio,none,2
2628,Gewürztraminer,France,Alsace,Alsace,476
2629,Gewürztraminer,Germany,Nahe,none,2
2630,Gewürztraminer,Germany,Pfalz,none,23
2631,Gewürztraminer,Germany,Rheinhessen,none,12
2632,Gewürztraminer,Israel,Galilee,none,4
2634,Gewürztraminer,Italy,Northeastern Italy,Alto Adige,42
2635,Gewürztraminer,Italy,Northeastern Italy,Alto Adige Valle Isarco,2
2639,Gewürztraminer,New Zealand,Marlborough,none,2
2645,Gewürztraminer,US,California,Anderson Valley,50
2648,Gewürztraminer,US,California,Central Coast,10
2649,Gewürztraminer,US,California,Clarksburg,4
2650,Gewürztraminer,US,California,Dry Creek Valley,2
2651,Gewürztraminer,US,California,Green Valley,9
2652,Gewürztraminer,US,California,Lodi,3
2653,Gewürztraminer,US,California,Mendocino,6
2654,Gewürztraminer,US,California,Mendocino County,3
2655,Gewürztraminer,US,California,Monterey,2
2656,Gewürztraminer,US,California,Monterey County,11
2658,Gewürztraminer,US,California,Potter Valley,3
2659,Gewürztraminer,US,California,Russian River Valley,19
2660,Gewürztraminer,US,California,San Benito County,2
2662,Gewürztraminer,US,California,Santa Barbara County,3
2664,Gewürztraminer,US,California,Sonoma Coast,4
2672,Gewürztraminer,US,New York,Cayuga Lake,7
2673,Gewürztraminer,US,New York,Finger Lakes,114
2674,Gewürztraminer,US,New York,New York,3
2675,Gewürztraminer,US,New York,North Fork of Long Island,12
2676,Gewürztraminer,US,New York,Seneca Lake,6
2677,Gewürztraminer,US,Oregon,Columbia Gorge (OR),6
2678,Gewürztraminer,US,Oregon,Columbia Valley (OR),2
2681,Gewürztraminer,US,Oregon,McMinnville,6
2683,Gewürztraminer,US,Oregon,Rogue Valley,10
2684,Gewürztraminer,US,Oregon,Southern Oregon,2
2685,Gewürztraminer,US,Oregon,Umpqua Valley,3
2686,Gewürztraminer,US,Oregon,Willamette Valley,18
2688,Gewürztraminer,US,Washington,Columbia Gorge (WA),16
2689,Gewürztraminer,US,Washington,Columbia Valley (WA),25
2691,Gewürztraminer,US,Washington,Lake Chelan,2
2695,Gewürztraminer,US,Washington,Washington,9
2696,Gewürztraminer,US,Washington,Yakima Valley,13
2702,Gewürztraminer-Riesling,US,New York,Finger Lakes,2
2706,Glera,Italy,Northeastern Italy,Colli Trevigiani,3
2707,Glera,Italy,Veneto,Asolo Prosecco Superiore,15
2708,Glera,Italy,Veneto,Conegliano Valdobbiadene Prosecco Superiore,247
2709,Glera,Italy,Veneto,Prosecco,163
2710,Glera,Italy,Veneto,Prosecco Superiore di Cartizze,3
2711,Glera,Italy,Veneto,Prosecco Treviso,44
2713,Glera,Italy,Veneto,Prosecco di Valdobbiadene Superiore,3
2714,Glera,Italy,Veneto,Valdobbiadene Prosecco Superiore,175
2715,Glera,Italy,Veneto,Valdobbiadene Superiore di Cartizze,44
2717,Glera,Italy,Veneto,none,8
2718,Godello,Spain,Galicia,Monterrei,6
2719,Godello,Spain,Galicia,Ribeira Sacra,2
2720,Godello,Spain,Galicia,Ribeiro,4
2721,Godello,Spain,Northern Spain,Bierzo,33
2722,Godello,Spain,Northern Spain,Valdeorras,36
2723,Gouveio,Portugal,Douro,none,2
2724,Graciano,Spain,Central Spain,Dominio de Valdepusa,2
2725,Graciano,Spain,Northern Spain,Navarra,4
2726,Graciano,Spain,Northern Spain,Rioja,22
2727,Graciano,Spain,Spain Other,Spain,2
2729,Graciano,US,California,Clements Hills,2
2730,Graciano,US,California,Lodi,5
2734,Graciano,US,Washington,Snipes Mountain,2
2735,Gragnano,Italy,Southern Italy,Penisola Sorrentina,2
2736,Grauburgunder,Austria,Südoststeiermark,none,6
2738,Grauburgunder,Germany,Pfalz,none,2
2739,Grauburgunder,Germany,Rheinhessen,none,4
2740,Grauburgunder,none,none,none,2
2742,Grecanico,Italy,Sicily & Sardinia,Sicilia,8
2744,Grechetto,Italy,Central Italy,Civitella d'Agliano,2
2745,Grechetto,Italy,Central Italy,Colli Martani,5
2747,Grechetto,Italy,Central Italy,Umbria,7
2748,Greco,Italy,Italy Other,Vino Spumante,3
2750,Greco,Italy,Southern Italy,Campania,4
2751,Greco,Italy,Southern Italy,Greco di Tufo,102
2753,Greco,Italy,Southern Italy,Sannio,5
2754,Greco,Italy,Southern Italy,Taburno,3
2757,Greco Bianco,Italy,Southern Italy,Calabria,2
2758,Greco Bianco,Italy,Southern Italy,Cirò,3
2760,Grenache,Australia,South Australia,Barossa,8
2761,Grenache,Australia,South Australia,Barossa Valley,12
2762,Grenache,Australia,South Australia,Clare Valley,4
2763,Grenache,Australia,South Australia,Clarendon,8
2766,Grenache,Australia,South Australia,McLaren Vale,40
2772,Grenache,France,France Other,Vin de France,3
2773,Grenache,France,Languedoc-Roussillon,Banyuls,4
2774,Grenache,France,Languedoc-Roussillon,Maury,2
2776,Grenache,France,Languedoc-Roussillon,Rivesaltes,2
2779,Grenache,France,Rhône Valley,Châteauneuf-du-Pape,3
2781,Grenache,France,Rhône Valley,Côtes du Rhône,2
2782,Grenache,France,Rhône Valley,Côtes du Rhône Villages,2
2783,Grenache,France,Rhône Valley,Ventoux,2
2784,Grenache,France,Rhône Valley,Vin Doux Naturel Rasteau,2
2787,Grenache,Spain,Catalonia,Catalunya,4
2788,Grenache,Spain,Catalonia,Cava,3
2789,Grenache,Spain,Catalonia,Montsant,4
2790,Grenache,Spain,Catalonia,Penedès,2
2791,Grenache,Spain,Catalonia,Priorat,7
2793,Grenache,Spain,Catalonia,Terra Alta,6
2794,Grenache,Spain,Central Spain,Almansa,8
2795,Grenache,Spain,Central Spain,La Mancha,4
2798,Grenache,Spain,Central Spain,Vino de la Tierra de Castilla,5
2801,Grenache,Spain,Levante,Valencia,2
2802,Grenache,Spain,Northern Spain,Calatayud,64
2803,Grenache,Spain,Northern Spain,Campo de Borja,69
2804,Grenache,Spain,Northern Spain,Cariñena,76
2805,Grenache,Spain,Northern Spain,Navarra,45
2806,Grenache,Spain,Northern Spain,Rioja,23
2807,Grenache,Spain,Northern Spain,Somontano,4
2809,Grenache,Spain,Northern Spain,Vino de la Tierra del Bajo Aragón,3
2811,Grenache,US,California,Adelaida District,5
2812,Grenache,US,California,Alexander Valley,3
